,Vehicle Name,Vehicle Description,Electric,Model Name,Average Rating,Brand Name,Vehicle Image,Category Name,Vehicle Price,Variant Name,Fuel Type,Power,End Point
153,Tata 1112 LPT,"The Tata 1112 LPT truck is a popular choice in the medium commercial vehicle (MCV) segment, delivering a combination of strength, efficiency, and reliability. Its robust structure ensures high load-carrying capacity, making it ideal for regional and city logistics. The 1112 LPT's powerful engine offers excellent mileage while maintaining low operating costs, ensuring profitability for businesses. The truck's ergonomic cabin design prioritizes driver comfort during long-haul operations, reducing fatigue and enhancing productivity. Its versatility allows it to cater to various industries, including FMCG, e-commerce, and construction logistics.",No,1112 LPT,4.2,Tata,https://images.91trucks.com/trucks/models/63/1157/tata-1112-lpt-1400954282.jpg,Truck,₹18.30 Lakh,container,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1112-lpt/container
154,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹24.28 Lakh,HSD 4830,Diesel,134 HP,https://www.91trucks.com/trucks/tata/1212-lpt/hsd-4830
155,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹23.87 Lakh,HSD 4200,Diesel,133 HP,https://www.91trucks.com/trucks/tata/1212-lpt/hsd-4200
156,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹23.57 Lakh,3600 HSD,Diesel,134 HP,https://www.91trucks.com/trucks/tata/1212-lpt/hsd
157,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹22.80 Lakh,CBC 4830,Diesel,131 HP,https://www.91trucks.com/trucks/tata/1212-lpt/cab-4830
158,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹22.60 Lakh,CBC 4200,Diesel,130 HP,https://www.91trucks.com/trucks/tata/1212-lpt/cab-4200
159,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹22.39 Lakh,CBC 3600,Diesel,128 HP,https://www.91trucks.com/trucks/tata/1212-lpt/clb-3600
160,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹22.03 Lakh,FSD,Diesel,126 HP,https://www.91trucks.com/trucks/tata/1212-lpt/fsd
161,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹20.90 Lakh,CAB,Diesel,131 HP,https://www.91trucks.com/trucks/tata/1212-lpt/cab
162,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹20.79 Lakh,CLB,Diesel,128 HP,https://www.91trucks.com/trucks/tata/1212-lpt/clb
163,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹20.76 Lakh,Container 4200,Diesel,125 HP,https://www.91trucks.com/trucks/tata/1212-lpt/container-4200
164,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹20.60 Lakh,Container 3600,Diesel,127 HP,https://www.91trucks.com/trucks/tata/1212-lpt/container-3600
165,Tata 1212 LPT,"The Tata 1212 LPT is a medium-duty truck designed for various commercial applications, powered by a 3.3L BSVI Engine the Tata 1212 LPT produces 170 ps of power @2600 rpm and 390 nm of torque @1000 rpm mated to a 5-speed manual transmission, Tata 1212 LPT comes with a warranty of 3 years or 300000 km, whichever is earlier. The parabolic leaf springs at the front and semi-elliptical leaf springs at the rear provide the Tata 1212 LPT with a load-carrying capacity of up to 6,803 kg.",No,1212 LPT,2.7,Tata,https://images.91trucks.com/trucks/models/63/1159/tata-1212-lpt-930803440.jpg,Truck,₹20.60 Lakh,Container,Diesel,127 HP,https://www.91trucks.com/trucks/tata/1212-lpt/container
166,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹25.15 Lakh,HSD 4830,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/hsd-4830
167,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹24.84 Lakh,HSD 4200,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/hsd-4200
168,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹24.54 Lakh,HSD 3300,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/hsd
169,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹23.55 Lakh,CBC 4830,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/cab-4830
170,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹23.34 Lakh,CBC 4200,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/cab-4200
171,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹23.24 Lakh,CBC 3600,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/clb-3600
172,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹23.13 Lakh,FSD,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/fsd
173,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹23.02 Lakh,Reefers,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/reefers
174,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹22.45 Lakh,COntainer 3600,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/container-3600
175,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹22.45 Lakh,COntainer,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/container
176,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹22.02 Lakh,CAB,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/cab
177,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹21.90 Lakh,CLB,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/clb
178,Tata 1412 LPT,"The Tata 1412 LPT is a versatile truck designed for medium-duty transport applications. Known for its exceptional payload capacity and efficient fuel consumption, it is perfect for businesses handling bulk goods over long distances. Built with Tata's durable chassis and advanced engineering, the 1412 LPT offers stability and reliability even on uneven terrains. The spacious and ergonomic cabin ensures driver comfort, making long trips less strenuous. With a focus on operational efficiency and low maintenance costs, the truck is a preferred choice for transporters seeking to maximize profitability and productivity.",No,1412 LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1160/tata-1412-lpt-1046748443.jpg,Truck,₹20.30 Lakh,container 4830,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1412-lpt/container-4830
179,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹23.47 Lakh,HSD 4830,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/hsd-4830
180,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹23.00 Lakh,container 4200,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/container-4200
181,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹23.00 Lakh,CAB 4830,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/cab-4830
182,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹23.00 Lakh,Reefers,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/reefers
183,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹22.80 Lakh,HSD 4200,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/hsd
184,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹22.80 Lakh,FSD,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/fsd
185,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹22.80 Lakh,container,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/container
186,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹22.72 Lakh,CLB,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/clb
187,Tata 1412g LPT,"The Tata 1412g LPT is a CNG-powered medium commercial vehicle tailored for greener transportation needs. Offering a sustainable alternative to diesel trucks, it is ideal for businesses operating in emission-sensitive areas. The 1412g LPT combines Tata's robust engineering with clean CNG technology, ensuring low operational costs and significant savings on fuel. With impressive load capacity and smooth performance, it excels in intra-city and regional logistics. The truck's cabin design prioritizes driver comfort and safety, making it an eco-friendly, reliable, and cost-effective solution for modern transport requirements.",No,1412g LPT,4.6,Tata,https://images.91trucks.com/trucks/models/63/1161/tata-1412g-lpt-1964241462.jpg,Truck,₹22.72 Lakh,CAB,Not Available,123 HP,https://www.91trucks.com/trucks/tata/1412g-lpt/cab
188,Tata 1512 LPT,"The Tata 1512 LPT is a heavy-duty truck built to cater to long-haul transportation needs with superior load capacity. Known for its durability, this truck is engineered to handle heavy goods while ensuring excellent mileage and cost-efficiency. The 1512 LPT is equipped with advanced features that enhance driver comfort, including an ergonomic cabin and improved suspension. Ideal for industries like manufacturing, construction, and FMCG, it is a highly versatile and dependable vehicle. Its robust structure and low maintenance costs make it a top choice for transport operators looking to optimize their fleet performance.",No,1512 LPT,2.8,Tata,https://images.91trucks.com/trucks/models/63/1162/tata-1512-lpt-937782209.jpg,Truck,₹27.36 Lakh,HSD 4830,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1512-lpt/hsd-4830
189,Tata 1512 LPT,"The Tata 1512 LPT is a heavy-duty truck built to cater to long-haul transportation needs with superior load capacity. Known for its durability, this truck is engineered to handle heavy goods while ensuring excellent mileage and cost-efficiency. The 1512 LPT is equipped with advanced features that enhance driver comfort, including an ergonomic cabin and improved suspension. Ideal for industries like manufacturing, construction, and FMCG, it is a highly versatile and dependable vehicle. Its robust structure and low maintenance costs make it a top choice for transport operators looking to optimize their fleet performance.",No,1512 LPT,2.8,Tata,https://images.91trucks.com/trucks/models/63/1162/tata-1512-lpt-937782209.jpg,Truck,₹27.03 Lakh,4200 HSD,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1512-lpt/hsd
190,Tata 1512 LPT,"The Tata 1512 LPT is a heavy-duty truck built to cater to long-haul transportation needs with superior load capacity. Known for its durability, this truck is engineered to handle heavy goods while ensuring excellent mileage and cost-efficiency. The 1512 LPT is equipped with advanced features that enhance driver comfort, including an ergonomic cabin and improved suspension. Ideal for industries like manufacturing, construction, and FMCG, it is a highly versatile and dependable vehicle. Its robust structure and low maintenance costs make it a top choice for transport operators looking to optimize their fleet performance.",No,1512 LPT,2.8,Tata,https://images.91trucks.com/trucks/models/63/1162/tata-1512-lpt-937782209.jpg,Truck,₹25.89 Lakh,CAB 4830,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1512-lpt/cab-4830
191,Tata 1512 LPT,"The Tata 1512 LPT is a heavy-duty truck built to cater to long-haul transportation needs with superior load capacity. Known for its durability, this truck is engineered to handle heavy goods while ensuring excellent mileage and cost-efficiency. The 1512 LPT is equipped with advanced features that enhance driver comfort, including an ergonomic cabin and improved suspension. Ideal for industries like manufacturing, construction, and FMCG, it is a highly versatile and dependable vehicle. Its robust structure and low maintenance costs make it a top choice for transport operators looking to optimize their fleet performance.",No,1512 LPT,2.8,Tata,https://images.91trucks.com/trucks/models/63/1162/tata-1512-lpt-937782209.jpg,Truck,₹25.66 Lakh,CBC,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1512-lpt/cab
192,Tata 1512 LPT,"The Tata 1512 LPT is a heavy-duty truck built to cater to long-haul transportation needs with superior load capacity. Known for its durability, this truck is engineered to handle heavy goods while ensuring excellent mileage and cost-efficiency. The 1512 LPT is equipped with advanced features that enhance driver comfort, including an ergonomic cabin and improved suspension. Ideal for industries like manufacturing, construction, and FMCG, it is a highly versatile and dependable vehicle. Its robust structure and low maintenance costs make it a top choice for transport operators looking to optimize their fleet performance.",No,1512 LPT,2.8,Tata,https://images.91trucks.com/trucks/models/63/1162/tata-1512-lpt-937782209.jpg,Truck,₹23.50 Lakh,container,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1512-lpt/container
193,Tata 1512 LPT,"The Tata 1512 LPT is a heavy-duty truck built to cater to long-haul transportation needs with superior load capacity. Known for its durability, this truck is engineered to handle heavy goods while ensuring excellent mileage and cost-efficiency. The 1512 LPT is equipped with advanced features that enhance driver comfort, including an ergonomic cabin and improved suspension. Ideal for industries like manufacturing, construction, and FMCG, it is a highly versatile and dependable vehicle. Its robust structure and low maintenance costs make it a top choice for transport operators looking to optimize their fleet performance.",No,1512 LPT,2.8,Tata,https://images.91trucks.com/trucks/models/63/1162/tata-1512-lpt-937782209.jpg,Truck,₹23.49 Lakh,container 4830,Diesel,123 HP,https://www.91trucks.com/trucks/tata/1512-lpt/container-4830
